created_at,entry_id,temperatura_ambiente,humedad_ambiente,temperatura_suelo,humedad_suelo,latitude,longitude,elevation,status
2024-10-23T21:38:04+00:00,253,23.8,70,21.87,68,,,,
2024-10-23T21:38:20+00:00,254,23.9,70,21.75,95,,,,
2024-10-23T21:38:36+00:00,255,24.1,70,21.81,94,,,,
2024-10-23T21:38:52+00:00,256,24.1,71,21.44,94,,,,
2024-10-23T21:39:09+00:00,257,24.1,70,21.5,94,,,,
2024-10-24T23:42:45+00:00,258,23.4,62,20.88,100,,,,
2024-10-24T23:43:01+00:00,259,23.4,63,20.19,97,,,,
2024-10-24T23:43:17+00:00,260,23.4,63,20.12,96,,,,
2024-10-24T23:43:33+00:00,261,23.4,63,20.06,49,,,,
2024-10-24T23:43:49+00:00,262,23.4,62,19.87,46,,,,
2024-10-24T23:44:05+00:00,263,23.4,64,20,45,,,,
2024-10-24T23:44:21+00:00,264,24.1,64,20.12,34,,,,
2024-10-24T23:44:37+00:00,265,24.1,62,20.12,34,,,,
2024-10-24T23:44:54+00:00,266,24.1,61,20.12,33,,,,
2024-10-24T23:45:10+00:00,267,24.1,61,20.12,32,,,,
2024-10-24T23:45:26+00:00,268,23.8,60,20.12,31,,,,
2024-10-24T23:45:42+00:00,269,23.8,60,20.12,31,,,,
2024-10-24T23:45:58+00:00,270,23.8,61,20.12,31,,,,
2024-10-24T23:46:14+00:00,271,23.8,61,20,64,,,,
2024-10-24T23:46:31+00:00,272,23.8,61,19.81,52,,,,
2024-10-24T23:46:47+00:00,273,23.4,61,19.87,45,,,,
2024-10-24T23:47:03+00:00,274,23.4,61,22.25,42,,,,
2024-10-24T23:47:19+00:00,275,23.4,61,22.69,38,,,,
2024-10-24T23:47:35+00:00,276,23.4,61,21.62,36,,,,
2024-10-24T23:47:51+00:00,277,23.4,61,21.25,34,,,,
2024-10-24T23:48:07+00:00,278,23.4,61,21,32,,,,
2024-10-24T23:48:23+00:00,279,23,61,20.81,31,,,,
2024-10-24T23:48:40+00:00,280,23,61,20.69,31,,,,
2024-10-24T23:48:56+00:00,281,23,61,20.56,32,,,,
2024-10-24T23:49:12+00:00,282,23,62,20.5,31,,,,
2024-10-24T23:49:28+00:00,283,23,62,20.37,30,,,,
2024-10-24T23:49:44+00:00,284,23.4,66,20.31,29,,,,
2024-10-24T23:50:00+00:00,285,23.8,62,20.25,29,,,,
2024-10-24T23:50:16+00:00,286,24.1,61,20.19,28,,,,
2024-10-24T23:50:32+00:00,287,24.1,61,20.12,30,,,,
2024-10-24T23:50:48+00:00,288,23.8,60,20.12,29,,,,
2024-10-24T23:51:04+00:00,289,23.8,60,20.12,29,,,,
